0.000000000000000000e+00 3.000000000000000000e+02 7.457849999999999646e+00 4.357099999999999973e+00 7.449390000000000178e+00 4.357099999999999973e+00 5.505189999999999806e+00 3.216980000000000018e+03 3.170765296052286148e+10 1.393810999999999922e+03
0.000000000000000000e+00 5.000000000000000000e+02 7.025900000000000034e+00 3.962740000000000151e+00 7.017470000000000319e+00 3.962730000000000086e+00 5.331559999999999633e+00 2.992019999999999982e+03 7.956067475499999709e+05 1.393810999999999922e+03
0.000000000000000000e+00 7.000000000000000000e+02 6.930959999999999788e+00 3.910429999999999851e+00 6.921929999999999694e+00 3.909469999999999779e+00 5.258289999999999687e+00 2.977050000000000182e+03 8.493179969999999230e+03 1.393810999999999922e+03
0.000000000000000000e+00 9.000000000000000000e+02 6.952410000000000423e+00 3.856570000000000054e+00 6.935159999999999769e+00 3.844790000000000152e+00 5.339019999999999655e+00 2.959889999999999873e+03 6.819010600000000295e+02 1.393810999999999922e+03
0.000000000000000000e+00 1.100000000000000000e+03 6.881809999999999761e+00 3.800809999999999800e+00 6.830750000000000099e+00 3.743030000000000079e+00 5.300729999999999720e+00 2.947329999999999927e+03 1.369875600000000020e+02 1.393810999999999922e+03
0.000000000000000000e+00 1.300000000000000000e+03 6.804890000000000327e+00 3.741169999999999884e+00 6.669769999999999754e+00 3.568379999999999885e+00 5.257830000000000226e+00 2.932829999999999927e+03 4.509358999999999895e+01 1.393810999999999922e+03
0.000000000000000000e+00 1.500000000000000000e+03 6.644389999999999574e+00 3.693569999999999798e+00 6.445479999999999876e+00 3.436179999999999790e+00 5.094899999999999984e+00 2.941369999999999891e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 1.700000000000000000e+03 6.536039999999999850e+00 3.634059999999999846e+00 6.340300000000000047e+00 3.380819999999999936e+00 5.011120000000000019e+00 2.927269999999999982e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 1.900000000000000000e+03 6.370370000000000310e+00 3.563180000000000014e+00 6.177459999999999951e+00 3.314880000000000049e+00 4.863459999999999894e+00 2.910329999999999927e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 2.100000000000000000e+03 5.978970000000000340e+00 3.445089999999999986e+00 5.787589999999999790e+00 3.205020000000000202e+00 4.463540000000000063e+00 2.872900000000000091e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 2.300000000000000000e+03 5.517549999999999955e+00 3.422159999999999869e+00 5.314739999999999576e+00 3.183689999999999909e+00 3.850769999999999804e+00 2.857750000000000000e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 2.500000000000000000e+03 6.398130000000000095e+00 3.450709999999999944e+00 6.217050000000000409e+00 3.210249999999999826e+00 5.005950000000000344e+00 2.898690000000000055e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 2.700000000000000000e+03 6.318089999999999762e+00 3.392570000000000086e+00 6.140729999999999578e+00 3.156159999999999854e+00 4.957040000000000113e+00 2.887360000000000127e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 2.900000000000000000e+03 6.256199999999999761e+00 3.355989999999999807e+00 6.080899999999999750e+00 3.122129999999999850e+00 4.911529999999999951e+00 2.881449999999999818e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 3.100000000000000000e+03 6.150100000000000122e+00 3.273719999999999963e+00 5.980220000000000091e+00 3.045589999999999797e+00 4.851189999999999891e+00 2.856619999999999891e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 3.300000000000000000e+03 6.046409999999999840e+00 3.192509999999999959e+00 5.881879999999999775e+00 2.970040000000000013e+00 4.792659999999999698e+00 2.834900000000000091e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 3.500000000000000000e+03 5.874609999999999665e+00 3.093309999999999782e+00 5.715559999999999974e+00 2.877749999999999808e+00 4.664010000000000211e+00 2.807280000000000200e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 3.700000000000000000e+03 5.730660000000000309e+00 2.992319999999999869e+00 5.577890000000000015e+00 2.783799999999999830e+00 4.571850000000000414e+00 2.779780000000000200e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 3.900000000000000000e+03 5.577779999999999738e+00 2.879690000000000083e+00 5.432159999999999656e+00 2.679019999999999957e+00 4.478259999999999685e+00 2.749429999999999836e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 4.100000000000000000e+03 5.405910000000000437e+00 2.748040000000000038e+00 5.268740000000000201e+00 2.556540000000000035e+00 4.376629999999999576e+00 2.715559999999999945e+03 2.988673999999999964e+01 1.393810999999999922e+03
0.000000000000000000e+00 4.300000000000000000e+03 5.180790000000000006e+00 2.554749999999999854e+00 5.056449999999999889e+00 2.376720000000000166e+00 4.258899999999999686e+00 2.676889999999999873e+03 2.988673999999999964e+01 1.393810999999999922e+03
2.000000000000000000e+09 3.000000000000000000e+02 8.415240000000000720e+00 4.887990000000000279e+00 8.405599999999999739e+00 4.887990000000000279e+00 6.241769999999999818e+00 3.527710000000000036e+03 3.655489207481256348e+12 1.643675590000000057e+03
2.000000000000000000e+09 5.000000000000000000e+02 8.347279999999999589e+00 4.827939999999999898e+00 8.337650000000000006e+00 4.827939999999999898e+00 6.212760000000000282e+00 3.515050000000000182e+03 1.373305956086000055e+07 1.643675590000000057e+03
2.000000000000000000e+09 7.000000000000000000e+02 8.263809999999999434e+00 4.763069999999999915e+00 8.254110000000000724e+00 4.762920000000000265e+00 6.167769999999999975e+00 3.496000000000000000e+03 6.496671854000000167e+04 1.643675590000000057e+03
2.000000000000000000e+09 9.000000000000000000e+02 8.175470000000000681e+00 4.698929999999999829e+00 8.163679999999999382e+00 4.695979999999999599e+00 6.115420000000000300e+00 3.475909999999999854e+03 3.318805760000000191e+03 1.643675590000000057e+03
2.000000000000000000e+09 1.100000000000000000e+03 8.040309999999999846e+00 4.624600000000000044e+00 8.016180000000000305e+00 4.605339999999999989e+00 6.010880000000000223e+00 3.451019999999999982e+03 5.000174200000000155e+02 1.643675590000000057e+03
2.000000000000000000e+09 1.300000000000000000e+03 7.657729999999999926e+00 4.520970000000000155e+00 7.594240000000000101e+00 4.451159999999999783e+00 5.602549999999999919e+00 3.410980000000000018e+03 1.348684900000000084e+02 1.643675590000000057e+03
2.000000000000000000e+09 1.500000000000000000e+03 7.952259999999999884e+00 4.405090000000000394e+00 7.811139999999999972e+00 4.227269999999999861e+00 6.112720000000000375e+00 3.366980000000000018e+03 5.159279999999999688e+01 1.643675590000000057e+03
2.000000000000000000e+09 1.700000000000000000e+03 7.695920000000000094e+00 4.244860000000000078e+00 7.468849999999999767e+00 3.949059999999999793e+00 5.933130000000000237e+00 3.301159999999999854e+03 2.988673999999999964e+01 1.643675590000000057e+03
2.000000000000000000e+09 1.900000000000000000e+03 7.375239999999999796e+00 4.065870000000000317e+00 7.157840000000000202e+00 3.782540000000000013e+00 5.687920000000000087e+00 3.225050000000000182e+03 2.988673999999999964e+01 1.643675590000000057e+03
